"X","Y","Date","sex","id","name"
1782663.95805509,2402289.40684688,2009-02-12 02:00:08,"M","M1","Leroy"
1782955.8111249,2402544.81798422,2009-02-12 02:15:30,"M","M1","Leroy"
1783146.30770419,2402577.68234477,2009-02-12 02:30:13,"M","M1","Leroy"
1783333.58003544,2402603.96490345,2009-02-12 02:45:58,"M","M1","Leroy"
1783939.15863149,2402997.22065211,2009-02-12 03:01:11,"M","M1","Leroy"
1784307.79003509,2403241.00257696,2009-02-12 09:30:55,"M","M1","Leroy"
1784331.73560505,2403385.99413513,2009-02-12 09:45:31,"M","M1","Leroy"
1784312.52378846,2403216.16863148,2009-02-12 10:00:18,"M","M1","Leroy"
1784306.58676606,2403244.73706712,2009-02-12 10:15:55,"M","M1","Leroy"
1784322.92758386,2403269.05487732,2009-02-12 10:30:55,"M","M1","Leroy"
1784314.17351085,2403258.91677658,2009-02-12 10:45:52,"M","M1","Leroy"
1784305.45774157,2403250.52201995,2009-02-12 11:00:49,"M","M1","Leroy"
1784491.09064172,2402997.78356898,2009-02-12 11:15:39,"M","M1","Leroy"
1784693.72574096,2402542.29695134,2009-02-12 11:31:08,"M","M1","Leroy"
1784732.28373461,2402364.83851922,2009-02-12 11:46:11,"M","M1","Leroy"
1784909.4789252,2402426.21082633,2009-02-13 00:45:43,"M","M1","Leroy"
1784950.7949914,2402218.79742432,2009-02-13 01:00:25,"M","M1","Leroy"
1784982.60015465,2401854.99358271,2009-02-13 01:15:10,"M","M1","Leroy"
1785452.16985206,2401542.23430576,2009-02-13 01:30:49,"M","M1","Leroy"
1785462.6964872,2401518.38313453,2009-02-13 01:45:48,"M","M1","Leroy"
1785632.94920855,2401168.55289025,2009-02-13 02:00:16,"M","M1","Leroy"
1786018.31147739,2400892.18466065,2009-02-13 02:15:57,"M","M1","Leroy"
1786447.05484438,2400329.16092144,2009-02-13 02:31:09,"M","M1","Leroy"
1786953.99561556,2400453.5819089,2009-02-13 02:46:48,"M","M1","Leroy"
1787358.12535106,2400456.48881584,2009-02-13 03:01:38,"M","M1","Leroy"
1787338.96321681,2400469.06573197,2009-02-13 03:30:55,"M","M1","Leroy"
1787333.79827649,2400468.89627056,2009-02-13 03:45:50,"M","M1","Leroy"
1787334.27417748,2400448.10400295,2009-02-13 04:00:22,"M","M1","Leroy"
1787332.41259862,2400466.13217996,2009-02-13 04:15:06,"M","M1","Leroy"
1787327.58312248,2400467.08762784,2009-02-13 04:30:50,"M","M1","Leroy"
1787374.73433326,2400496.22369296,2009-02-13 04:45:16,"M","M1","Leroy"
1787303.42205888,2400456.90637843,2009-02-13 05:00:45,"M","M1","Leroy"
1787313.26010737,2400447.26168398,2009-02-13 05:16:15,"M","M1","Leroy"
1787333.82341732,2400448.66319958,2009-02-13 05:31:14,"M","M1","Leroy"
1787450.0069331,2400365.32257775,2009-02-13 06:16:51,"M","M1","Leroy"
1787659.39303422,2400706.03800912,2009-02-13 07:00:39,"M","M1","Leroy"
1787660.47488134,2400708.21315249,2009-02-13 07:15:13,"M","M1","Leroy"
1787486.76620041,2400899.50919644,2009-02-13 07:30:14,"M","M1","Leroy"
1787312.23591301,2401115.51397414,2009-02-13 07:45:33,"M","M1","Leroy"
1787290.27580969,2401128.91943776,2009-02-13 08:01:01,"M","M1","Leroy"
1787334.6355015,2401091.58801265,2009-02-13 08:15:39,"M","M1","Leroy"
1787332.07142791,2401101.25951886,2009-02-13 08:30:50,"M","M1","Leroy"
1787353.68384933,2401101.33698096,2009-02-13 08:45:27,"M","M1","Leroy"
1787327.73050531,2401115.70098125,2009-02-13 09:00:51,"M","M1","Leroy"
1787329.50056295,2401104.43961825,2009-02-13 09:15:16,"M","M1","Leroy"
1787325.19559013,2401124.36860787,2009-02-13 09:30:42,"M","M1","Leroy"
1787326.65187732,2401117.24824127,2009-02-13 09:45:46,"M","M1","Leroy"
1787331.8836285,2401113.53979432,2009-02-13 10:00:07,"M","M1","Leroy"
1787330.91214685,2401125.73737604,2009-02-13 10:15:44,"M","M1","Leroy"
1787329.41395894,2401113.29801163,2009-02-13 10:30:12,"M","M1","Leroy"
1787329.30428488,2401111.96252681,2009-02-13 10:45:19,"M","M1","Leroy"
1787328.81761466,2401110.13550938,2009-02-13 11:00:11,"M","M1","Leroy"
1787333.33365628,2401108.80710332,2009-02-13 11:15:20,"M","M1","Leroy"
1787344.29355205,2401120.09301292,2009-02-13 11:30:51,"M","M1","Leroy"
1787356.23713001,2401138.61918873,2009-02-13 11:45:40,"M","M1","Leroy"
1787340.99238732,2401098.01349345,2009-02-13 12:00:42,"M","M1","Leroy"
1787328.50838463,2401108.97088493,2009-02-13 12:15:17,"M","M1","Leroy"
1787303.48104339,2401132.15808052,2009-02-13 12:30:13,"M","M1","Leroy"
1787323.63560923,2401112.22470703,2009-02-13 12:45:13,"M","M1","Leroy"
1787311.57172595,2401125.39534937,2009-02-13 13:00:20,"M","M1","Leroy"
1787532.99846926,2401023.88110225,2009-02-13 13:15:36,"M","M1","Leroy"
1787456.64174715,2401120.61440445,2009-02-13 13:30:44,"M","M1","Leroy"
1787461.90167656,2401117.24582405,2009-02-13 13:45:26,"M","M1","Leroy"
1787466.55058688,2401104.71532798,2009-02-13 14:00:49,"M","M1","Leroy"
1787296.50029965,2400495.61479312,2009-02-13 14:15:34,"M","M1","Leroy"
1786918.52481436,2399961.78635816,2009-02-13 14:30:15,"M","M1","Leroy"
1786854.18346417,2399788.76368125,2009-02-14 00:16:13,"M","M1","Leroy"
1786848.12704155,2399785.64935003,2009-02-14 00:30:09,"M","M1","Leroy"
1786813.55005484,2400355.5339552,2009-02-14 00:45:44,"M","M1","Leroy"
1786349.16478418,2400455.27490471,2009-02-14 01:00:27,"M","M1","Leroy"
1786028.52460989,2400829.59761448,2009-02-14 01:16:59,"M","M1","Leroy"
1785815.15948592,2401149.3169247,2009-02-14 01:30:44,"M","M1","Leroy"
1785565.27216996,2401210.87007668,2009-02-14 01:45:24,"M","M1","Leroy"
1785135.04825466,2401315.86119767,2009-02-14 02:01:07,"M","M1","Leroy"
1784758.56340878,2401761.67000456,2009-02-14 02:15:23,"M","M1","Leroy"
1784761.62969884,2401765.0386797,2009-02-14 02:30:38,"M","M1","Leroy"
1784671.47807068,2402078.35679452,2009-02-14 02:45:38,"M","M1","Leroy"
1784692.55102113,2402366.5577703,2009-02-14 03:00:40,"M","M1","Leroy"
1784708.50070191,2402346.49629297,2009-02-14 03:15:43,"M","M1","Leroy"
1784719.73401416,2402326.0400452,2009-02-14 04:46:28,"M","M1","Leroy"
1784754.37003699,2402369.13395455,2009-02-14 05:00:57,"M","M1","Leroy"
1784736.80180255,2402350.33579293,2009-02-14 05:15:50,"M","M1","Leroy"
1784770.75700315,2402386.45758757,2009-02-14 05:31:33,"M","M1","Leroy"
1784740.38348974,2402336.74807029,2009-02-14 05:45:53,"M","M1","Leroy"
1784715.30519165,2402307.95718217,2009-02-14 06:01:25,"M","M1","Leroy"
1784758.78556063,2402379.8286575,2009-02-14 06:16:10,"M","M1","Leroy"
1784761.00786285,2402346.71515008,2009-02-14 06:31:37,"M","M1","Leroy"
1783878.96200928,2402928.54780705,2009-02-14 09:30:55,"M","M1","Leroy"
1783067.37381098,2403293.75739244,2009-02-14 09:45:17,"M","M1","Leroy"
1782984.06583881,2403402.30229594,2009-02-14 10:01:15,"M","M1","Leroy"
1782892.94288444,2403184.25891136,2009-02-14 10:15:18,"M","M1","Leroy"
1782922.4817795,2403121.21251871,2009-02-14 10:30:13,"M","M1","Leroy"
1782611.49393602,2403212.72482906,2009-02-14 10:45:34,"M","M1","Leroy"
1782218.88852735,2403388.90851542,2009-02-14 11:00:54,"M","M1","Leroy"
1782149.49423753,2403253.75037049,2009-02-14 11:15:57,"M","M1","Leroy"
1781842.39412308,2403486.23569841,2009-02-14 11:30:37,"M","M1","Leroy"
1781247.38449172,2403679.29462703,2009-02-14 12:00:49,"M","M1","Leroy"
1781024.75926253,2403331.39873741,2009-02-14 12:30:21,"M","M1","Leroy"
1780727.03817801,2403485.63631513,2009-02-14 12:45:49,"M","M1","Leroy"
1780301.93718131,2403674.16855859,2009-02-14 13:00:49,"M","M1","Leroy"
1780106.96569284,2403715.74481352,2009-02-14 13:31:05,"M","M1","Leroy"
1781510.48019954,2403079.87712375,2009-02-15 00:15:48,"M","M1","Leroy"
1781352.70446654,2402471.9936622,2009-02-15 00:30:41,"M","M1","Leroy"
1781367.12249993,2402238.23784292,2009-02-15 00:45:44,"M","M1","Leroy"
1781368.14348498,2402242.93529096,2009-02-15 01:00:19,"M","M1","Leroy"
1781366.6819102,2402236.35354074,2009-02-15 01:15:20,"M","M1","Leroy"
1781365.58882433,2402240.19463963,2009-02-15 01:30:41,"M","M1","Leroy"
1781450.96270166,2402129.91876714,2009-02-15 01:45:50,"M","M1","Leroy"
1781446.55237834,2402119.01010572,2009-02-15 02:00:36,"M","M1","Leroy"
1781444.04819737,2402117.71688807,2009-02-15 02:15:13,"M","M1","Leroy"
1781444.61872916,2402122.4800049,2009-02-15 02:30:39,"M","M1","Leroy"
1781450.8174022,2402132.1582254,2009-02-15 02:46:03,"M","M1","Leroy"
1781444.9936983,2402131.28516782,2009-02-15 03:00:51,"M","M1","Leroy"
1781442.86787225,2402139.84296406,2009-02-15 03:31:11,"M","M1","Leroy"
1781433.06868609,2402164.21268236,2009-02-15 03:46:08,"M","M1","Leroy"
1781446.89605054,2402139.32639273,2009-02-15 04:00:52,"M","M1","Leroy"
1781456.91104223,2402136.87343951,2009-02-15 04:45:54,"M","M1","Leroy"
1781442.90173765,2402128.32096612,2009-02-15 05:00:13,"M","M1","Leroy"
1781367.07542752,2402106.09126966,2009-02-15 05:15:16,"M","M1","Leroy"
1781443.41473155,2402126.29485889,2009-02-15 05:30:11,"M","M1","Leroy"
1781447.50688848,2402126.81551151,2009-02-15 05:45:51,"M","M1","Leroy"
1781453.12587663,2402128.76555778,2009-02-15 06:00:08,"M","M1","Leroy"
1781450.93416121,2402128.16643196,2009-02-15 06:15:16,"M","M1","Leroy"
1781445.27512016,2402122.92246135,2009-02-15 06:30:17,"M","M1","Leroy"
1781452.89036038,2402123.117068,2009-02-15 06:45:17,"M","M1","Leroy"
1781450.06337433,2402130.32605397,2009-02-15 07:00:34,"M","M1","Leroy"
1781366.70434287,2402097.9760943,2009-02-15 07:15:09,"M","M1","Leroy"
1781608.98531634,2402092.30704253,2009-02-15 07:30:18,"M","M1","Leroy"
1781370.70735189,2402054.69839247,2009-02-15 07:45:40,"M","M1","Leroy"
1781367.55137113,2402228.47455296,2009-02-15 08:16:49,"M","M1","Leroy"
1781367.96008622,2402240.38836424,2009-02-15 08:30:50,"M","M1","Leroy"
1781364.49826926,2402232.11590298,2009-02-15 08:45:10,"M","M1","Leroy"
1781342.0571872,2402197.382655,2009-02-15 09:00:19,"M","M1","Leroy"
1781370.62651359,2402237.81538886,2009-02-15 09:15:17,"M","M1","Leroy"
1781367.99701408,2402216.13132188,2009-02-15 09:30:35,"M","M1","Leroy"
1781361.64319697,2402227.57006473,2009-02-15 09:45:11,"M","M1","Leroy"
1781443.01738828,2402195.15120355,2009-02-15 10:00:26,"M","M1","Leroy"
1781469.2311626,2402131.36007928,2009-02-15 10:15:51,"M","M1","Leroy"
1781420.31778463,2402147.55174464,2009-02-15 10:30:11,"M","M1","Leroy"
1781473.42720933,2402142.60850545,2009-02-15 11:00:47,"M","M1","Leroy"
1781460.74891521,2402108.32511911,2009-02-15 11:15:48,"M","M1","Leroy"
1781453.78457725,2402137.85607483,2009-02-15 11:30:48,"M","M1","Leroy"
1781458.6560822,2402139.11242812,2009-02-15 11:45:43,"M","M1","Leroy"
1781469.33333055,2402117.04063547,2009-02-15 12:00:49,"M","M1","Leroy"
1781465.44029313,2402139.6730812,2009-02-15 12:16:31,"M","M1","Leroy"
1781450.64990152,2402132.83059415,2009-02-15 12:31:27,"M","M1","Leroy"
1781797.00055934,2401924.3318731,2009-02-15 12:45:35,"M","M1","Leroy"
1782133.24023385,2401913.79392789,2009-02-15 23:16:43,"M","M1","Leroy"
1782092.71878193,2402054.31168905,2009-02-15 23:30:05,"M","M1","Leroy"
1782078.90993855,2402059.18465314,2009-02-15 23:45:44,"M","M1","Leroy"
1782089.54144499,2402048.69005763,2009-02-16 00:00:25,"M","M1","Leroy"
1782054.91110068,2402058.06195178,2009-02-16 00:15:26,"M","M1","Leroy"
1782092.19242355,2402051.69496767,2009-02-16 00:30:10,"M","M1","Leroy"
1782198.33285727,2402332.67444327,2009-02-16 00:45:08,"M","M1","Leroy"
1782269.72352527,2403020.59839978,2009-02-16 01:00:23,"M","M1","Leroy"
1782568.99231484,2403281.36043327,2009-02-16 01:16:11,"M","M1","Leroy"
1782661.75667828,2403773.01310542,2009-02-16 01:31:01,"M","M1","Leroy"
1782701.37038051,2403926.46974598,2009-02-16 01:45:23,"M","M1","Leroy"
1782702.51870844,2403900.44242807,2009-02-16 02:01:21,"M","M1","Leroy"
1782706.76822107,2403918.68729374,2009-02-16 02:15:05,"M","M1","Leroy"
1782687.30933525,2403904.80949656,2009-02-16 02:30:15,"M","M1","Leroy"
1782686.75625694,2403897.71890604,2009-02-16 02:45:14,"M","M1","Leroy"
1782695.3930806,2403914.70623016,2009-02-16 03:00:20,"M","M1","Leroy"
1782683.85280936,2403905.63291669,2009-02-16 03:15:46,"M","M1","Leroy"
1782677.66575435,2403907.95706412,2009-02-16 03:30:11,"M","M1","Leroy"
1782679.62212578,2403905.17043496,2009-02-16 03:45:06,"M","M1","Leroy"
1782681.0804906,2403907.20413279,2009-02-16 04:00:51,"M","M1","Leroy"
1782680.38919021,2403908.03950896,2009-02-16 04:15:26,"M","M1","Leroy"
1782759.88897233,2403775.01441112,2009-02-16 04:30:17,"M","M1","Leroy"
1783163.62020397,2403580.72013369,2009-02-16 04:45:21,"M","M1","Leroy"
1783310.40602904,2403702.71781951,2009-02-16 05:00:26,"M","M1","Leroy"
1783076.72092562,2403423.66944978,2009-02-16 05:15:48,"M","M1","Leroy"
1783010.53492386,2403454.44295044,2009-02-16 05:30:20,"M","M1","Leroy"
1783007.52179277,2403461.15957483,2009-02-16 05:45:38,"M","M1","Leroy"
1782999.40278332,2403455.46900463,2009-02-16 06:00:17,"M","M1","Leroy"
1782984.47651795,2403443.42249712,2009-02-16 06:15:29,"M","M1","Leroy"
1782670.25532098,2403883.92175133,2009-02-16 06:30:39,"M","M1","Leroy"
1782661.60003133,2403933.90725174,2009-02-16 06:45:15,"M","M1","Leroy"
1782748.2666018,2403934.49046168,2009-02-16 07:00:22,"M","M1","Leroy"
1782554.52988399,2404223.70891128,2009-02-16 07:15:24,"M","M1","Leroy"
1782047.91817233,2404426.88994401,2009-02-16 07:30:39,"M","M1","Leroy"
1781791.1925685,2404254.14692685,2009-02-16 07:45:20,"M","M1","Leroy"
1781770.56977056,2404245.64614503,2009-02-16 08:01:50,"M","M1","Leroy"
1781762.27165375,2404268.613136,2009-02-16 08:16:36,"M","M1","Leroy"
1781782.14499246,2404238.82081997,2009-02-16 08:30:48,"M","M1","Leroy"
1781783.06243657,2404256.27565055,2009-02-16 08:45:45,"M","M1","Leroy"
1781775.36747623,2404252.32899862,2009-02-16 09:00:58,"M","M1","Leroy"
1781977.86421473,2404597.06558223,2009-02-16 09:15:35,"M","M1","Leroy"
1782226.38814319,2405061.9512326,2009-02-16 09:30:46,"M","M1","Leroy"
1782421.16376698,2404708.1864464,2009-02-16 09:45:26,"M","M1","Leroy"
1782533.01554178,2403992.82980469,2009-02-16 10:00:51,"M","M1","Leroy"
1782550.46559831,2403987.5807175,2009-02-16 10:15:35,"M","M1","Leroy"
1782598.09497313,2403897.78941417,2009-02-16 10:30:38,"M","M1","Leroy"
1782681.87251998,2403824.6808829,2009-02-16 10:45:24,"M","M1","Leroy"
1782729.25873486,2403763.63505426,2009-02-16 11:01:09,"M","M1","Leroy"
1782725.46153764,2403760.53047588,2009-02-16 11:15:51,"M","M1","Leroy"
1782728.02807894,2403756.05087949,2009-02-16 11:30:16,"M","M1","Leroy"
1782721.59370745,2403764.21944829,2009-02-16 11:45:20,"M","M1","Leroy"
1782728.46534296,2403754.55812856,2009-02-16 12:00:25,"M","M1","Leroy"
1782723.51751462,2403764.60629383,2009-02-16 12:15:11,"M","M1","Leroy"
1782722.59255711,2403765.6160068,2009-02-16 12:30:45,"M","M1","Leroy"
1782717.13842584,2403770.84708703,2009-02-16 12:45:43,"M","M1","Leroy"
1782730.35206211,2403758.7375445,2009-02-16 13:00:25,"M","M1","Leroy"
1782725.39472066,2403752.23435421,2009-02-16 13:16:04,"M","M1","Leroy"
1782697.035557,2403765.51050944,2009-02-16 13:30:55,"M","M1","Leroy"
1782734.84537061,2403764.26947458,2009-02-16 14:00:43,"M","M1","Leroy"
1782722.68727058,2403761.75669898,2009-02-16 14:15:48,"M","M1","Leroy"
1782722.95152392,2403747.05029177,2009-02-16 14:30:59,"M","M1","Leroy"
1782725.2664038,2403767.21413918,2009-02-16 14:45:45,"M","M1","Leroy"
1782728.81075621,2403761.74883642,2009-02-16 15:01:33,"M","M1","Leroy"
1782727.69203758,2403762.51741093,2009-02-16 15:30:54,"M","M1","Leroy"
1782729.58153128,2403736.11437334,2009-02-16 15:46:34,"M","M1","Leroy"
1782714.73605224,2403776.89300704,2009-02-16 16:00:50,"M","M1","Leroy"
1782730.15793572,2403721.60823862,2009-02-16 16:16:08,"M","M1","Leroy"
1782699.55067985,2403753.62274448,2009-02-16 16:30:45,"M","M1","Leroy"
1782723.0700048,2403758.02304576,2009-02-16 16:45:19,"M","M1","Leroy"
1782732.00866272,2403748.42648153,2009-02-16 17:01:33,"M","M1","Leroy"
1782745.77368605,2403793.33011681,2009-02-16 17:31:14,"M","M1","Leroy"
1782725.22971028,2403755.29606615,2009-02-16 17:45:43,"M","M1","Leroy"
1782729.02757339,2403782.43776855,2009-02-16 18:00:54,"M","M1","Leroy"
1782731.0513111,2403756.95084024,2009-02-16 18:15:45,"M","M1","Leroy"
1782732.06316472,2403766.44702369,2009-02-16 18:30:19,"M","M1","Leroy"
1782727.99269693,2403740.06761731,2009-02-16 18:45:16,"M","M1","Leroy"
1782729.13610647,2403740.43036813,2009-02-16 19:00:47,"M","M1","Leroy"
1782737.3184192,2403750.47680307,2009-02-16 19:15:50,"M","M1","Leroy"
1782700.46335317,2403738.43831135,2009-02-16 19:30:51,"M","M1","Leroy"
1782773.29497019,2403720.75653602,2009-02-16 20:01:20,"M","M1","Leroy"
1782750.21394481,2403747.12346834,2009-02-16 20:15:56,"M","M1","Leroy"
1782723.37872448,2403748.03579899,2009-02-16 20:31:20,"M","M1","Leroy"
1782721.88224494,2403767.30821451,2009-02-16 20:45:48,"M","M1","Leroy"
1782724.79831887,2403764.07135298,2009-02-16 21:00:55,"M","M1","Leroy"
1782766.38194912,2403836.38672099,2009-02-16 21:15:50,"M","M1","Leroy"
1782730.17857366,2403751.17412494,2009-02-16 21:30:51,"M","M1","Leroy"
1782725.27282537,2403760.72694323,2009-02-16 21:45:11,"M","M1","Leroy"
1782724.99165373,2403756.58335156,2009-02-16 22:00:57,"M","M1","Leroy"
1782715.93175775,2403726.97772853,2009-02-16 22:15:59,"M","M1","Leroy"
1782729.54004711,2403750.58644748,2009-02-16 22:30:50,"M","M1","Leroy"
1782725.40516176,2403755.0849728,2009-02-16 22:45:51,"M","M1","Leroy"
1782727.49847618,2403994.54929616,2009-02-16 23:01:24,"M","M1","Leroy"
1783047.79982471,2403656.81051918,2009-02-16 23:16:43,"M","M1","Leroy"
1784367.5640826,2403349.70886739,2009-02-17 00:00:43,"M","M1","Leroy"
1784511.31686124,2403051.54078176,2009-02-17 00:15:59,"M","M1","Leroy"
1784838.24116331,2402885.78579061,2009-02-17 00:30:38,"M","M1","Leroy"
1784896.47571952,2402427.81315882,2009-02-17 00:45:51,"M","M1","Leroy"
1784784.18920944,2402138.2519449,2009-02-17 01:01:23,"M","M1","Leroy"
1784010.22311895,2401924.43605146,2009-02-17 01:16:16,"M","M1","Leroy"
1783085.18983711,2402683.52737491,2009-02-17 02:01:29,"M","M1","Leroy"
1783089.28926559,2402673.95567417,2009-02-17 02:45:49,"M","M1","Leroy"
1783103.75438931,2402677.61239597,2009-02-17 03:00:50,"M","M1","Leroy"
1783110.31697358,2402680.09744935,2009-02-17 03:15:25,"M","M1","Leroy"
1783105.16617731,2402678.32586766,2009-02-17 03:30:16,"M","M1","Leroy"
1783112.68836763,2402681.27944933,2009-02-17 03:45:21,"M","M1","Leroy"
1782921.42826231,2402795.48991294,2009-02-17 04:15:36,"M","M1","Leroy"
1782573.25894054,2402335.30512255,2009-02-17 04:31:28,"M","M1","Leroy"
1782307.90658243,2401624.72103238,2009-02-17 05:01:49,"M","M1","Leroy"
1781309.68154157,2402086.34122681,2009-02-17 05:46:12,"M","M1","Leroy"
1781309.69658953,2402080.7290974,2009-02-17 06:01:18,"M","M1","Leroy"
1781306.18903516,2402083.28678712,2009-02-17 06:15:21,"M","M1","Leroy"
1781788.92528876,2402366.9165064,2009-02-17 06:30:23,"M","M1","Leroy"
1782241.65071766,2402396.78183512,2009-02-17 06:46:13,"M","M1","Leroy"
1782453.29562102,2401715.85794599,2009-02-17 07:01:12,"M","M1","Leroy"
1783080.34829964,2401200.00346617,2009-02-17 07:15:35,"M","M1","Leroy"
1783760.62217789,2400714.43817182,2009-02-17 07:30:49,"M","M1","Leroy"
1784056.93673173,2400844.46866194,2009-02-17 07:46:27,"M","M1","Leroy"
1783866.3883587,2400880.18018769,2009-02-17 08:01:06,"M","M1","Leroy"
1783976.29797043,2401485.14293465,2009-02-17 08:16:20,"M","M1","Leroy"
1783792.31553163,2401516.89530376,2009-02-17 08:31:21,"M","M1","Leroy"
1784098.00849574,2401562.9154736,2009-02-17 08:45:44,"M","M1","Leroy"
1784465.32484837,2401804.29999386,2009-02-17 09:00:11,"M","M1","Leroy"
1784694.03174146,2402336.32355721,2009-02-17 09:15:15,"M","M1","Leroy"
1784700.21080312,2402338.55824235,2009-02-17 09:30:33,"M","M1","Leroy"
1784973.87660549,2402216.81720919,2009-02-17 09:45:52,"M","M1","Leroy"
1784929.86280585,2402464.38691525,2009-02-17 10:00:45,"M","M1","Leroy"
1784891.40549855,2402761.99436509,2009-02-17 10:16:29,"M","M1","Leroy"
1785247.3123156,2402581.71513786,2009-02-17 10:30:33,"M","M1","Leroy"
1785253.65616726,2402577.75280853,2009-02-17 10:45:38,"M","M1","Leroy"
1785250.34638667,2402581.09101704,2009-02-17 11:00:21,"M","M1","Leroy"
1785243.55376747,2402559.9659806,2009-02-17 11:15:10,"M","M1","Leroy"
1784891.06004463,2402479.29256603,2009-02-17 11:31:07,"M","M1","Leroy"
1785362.10617614,2401989.05889036,2009-02-17 23:01:49,"M","M1","Leroy"
1785474.91881309,2401523.36111391,2009-02-17 23:15:52,"M","M1","Leroy"
1785701.11940773,2401503.8086877,2009-02-17 23:30:22,"M","M1","Leroy"
1785497.96767597,2401248.72768101,2009-02-17 23:45:17,"M","M1","Leroy"
1786123.9823229,2400762.75857488,2009-02-18 00:00:39,"M","M1","Leroy"
1786710.70955174,2400289.46644468,2009-02-18 00:15:29,"M","M1","Leroy"
